rest_dma_code,fiscal_year,fiscal_week_number,OnAir_TY,Equal_TRPS_CM_TY
546,2017,46,1,225.4
546,2017,47,1,150.7
546,2017,48,1,137.9
546,2017,49,1,183.4
546,2017,50,1,144.7
546,2017,51,1,128.8
546,2017,52,1,96.8
546,2018,1,0,56.8
546,2018,2,1,59.5
546,2018,3,1,125.1
546,2018,4,1,133.2
546,2018,5,1,149.8
546,2018,6,1,142.1
546,2018,7,1,162
546,2018,8,1,206.2
546,2018,9,1,198.5
546,2018,10,1,201.5
546,2018,11,1,213.9
546,2018,12,1,200.5
546,2018,13,1,189.9
546,2018,14,1,173.5
546,2018,15,1,172.8
546,2018,16,1,153.9
546,2018,17,1,139.2
546,2018,18,1,131.9
546,2018,19,1,176.9
546,2018,20,1,198.5
546,2018,21,1,199.1
546,2018,22,0,136.8
546,2018,23,1,107.8
546,2018,24,1,192.1
546,2018,25,1,178.6
546,2018,26,1,174.9
546,2018,27,0,101.3
546,2018,28,1,100.9
546,2018,29,1,202.4
546,2018,30,1,202.1
546,2018,31,1,197.9
546,2018,32,1,185.7
546,2018,33,1,210.9
546,2018,34,1,209
546,2018,35,1,190.7
546,2018,36,0,106.7
546,2018,37,1,81.2
546,2018,38,1,132.6
546,2018,39,1,134.9
546,2018,40,1,145.9
546,2018,41,1,121.8
546,2018,42,0,83.1
546,2018,43,1,77.1
546,2018,44,1,155.6
546,2018,45,1,153.8
546,2018,46,1,154.4
546,2018,47,0,89.2
546,2018,48,1,65.5
546,2018,49,1,107.6
546,2018,50,1,103.4
546,2018,51,1,106.2
546,2018,52,0,73.3
547,2015,1,1,100.2
547,2015,2,1,180.6
547,2015,3,1,163.7
547,2015,4,1,176.3
547,2015,5,0,128.5
547,2015,6,1,106.2
547,2015,7,1,185.8
547,2015,8,1,162.9
547,2015,9,1,171
547,2015,10,1,184.1
547,2015,11,1,205.4
547,2015,12,1,183.3
547,2015,13,1,165.8
547,2015,14,1,153.2
547,2015,15,1,204
547,2015,16,1,186
547,2015,17,1,181.6
547,2015,18,1,191.2
547,2015,19,1,212.9
547,2015,20,1,189.8
547,2015,21,1,175.8
547,2015,22,0,109.8
547,2015,23,1,97.1
547,2015,24,1,161.5
547,2015,25,1,166.6
547,2015,26,1,196.6
547,2015,27,1,225.1
547,2015,28,1,268.1
547,2015,29,1,249.3
547,2015,30,1,238.8
547,2015,31,1,215.6
547,2015,32,1,226.8
547,2015,33,1,194.5
547,2015,34,1,178.8
547,2015,35,0,112.8
547,2015,36,1,99.3
547,2015,37,1,167.2
547,2015,38,1,177
547,2015,39,1,199.1
547,2015,40,1,226.3
547,2015,41,1,264.3
547,2015,42,1,244.7
547,2015,43,1,233.3
547,2015,44,1,172.7
547,2015,45,1,179.1
547,2015,46,1,252.4
547,2015,47,1,235.7
547,2015,48,1,212.4
547,2015,49,1,174.8
547,2015,50,1,256.9
547,2015,51,1,237.4
547,2015,52,1,240.4
547,2016,1,1,130.5
547,2016,2,1,188.9
547,2016,3,1,163.2
547,2016,4,1,168.9
547,2016,5,1,182.1
547,2016,6,1,203.6
547,2016,7,1,186.4
547,2016,8,1,177
547,2016,9,1,206.4
547,2016,10,1,250.8
547,2016,11,1,227.8
547,2016,12,1,210.3
547,2016,13,1,182.1
547,2016,14,1,196.5
547,2016,15,1,162.1
547,2016,16,1,142.7
547,2016,17,1,90.7
547,2016,18,1,107.9
547,2016,19,1,186.6
547,2016,20,1,197
547,2016,21,1,209.2
547,2016,22,1,195.5
547,2016,23,1,183.4
547,2016,24,1,192.3
547,2016,25,1,191.7
547,2016,26,1,215.6
547,2016,27,1,263.8
547,2016,28,1,270.3
547,2016,29,1,244.9
547,2016,30,1,215.4
547,2016,31,1,207.7
547,2016,32,1,258.3
547,2016,33,1,229.7
547,2016,34,1,216.5
547,2016,35,1,191.2
547,2016,36,1,206.5
547,2016,37,1,168.7
547,2016,38,1,146.8
547,2016,39,1,143.1
547,2016,40,1,199.6
547,2016,41,1,169.3
547,2016,42,1,156.4
547,2016,43,0,87.4
547,2016,44,1,95
547,2016,45,1,173.6
547,2016,46,1,164.8
547,2016,47,1,183.7
547,2016,48,1,174
547,2016,49,1,233.7
547,2016,50,1,219
547,2016,51,1,220.5
547,2016,52,1,176.5
547,2017,1,1,135.2
547,2017,2,1,180.8
547,2017,3,1,138.9
547,2017,4,1,149.8
547,2017,5,1,140.3
547,2017,6,1,138.8
547,2017,7,1,132.2
547,2017,8,1,124.3
547,2017,9,1,152.9
547,2017,10,1,234.3
547,2017,11,1,235.7
547,2017,12,1,234.3
547,2017,13,1,210
547,2017,14,1,202
547,2017,15,1,151
547,2017,16,1,120.3
547,2017,17,0,68
547,2017,18,1,98.3
547,2017,19,1,193.3
547,2017,20,1,178.5
547,2017,21,1,177.8
547,2017,22,1,129.3
547,2017,23,1,153
547,2017,24,1,226.3
547,2017,25,1,209.5
547,2017,26,1,176.5
547,2017,27,1,190.4
547,2017,28,1,218.9
547,2017,29,1,196.8
547,2017,30,1,185
547,2017,31,1,174.3
547,2017,32,1,215.1
547,2017,33,1,209.7
547,2017,34,1,231.1
547,2017,35,1,212.2
547,2017,36,1,232.7
547,2017,37,1,183.2
547,2017,38,1,150
547,2017,39,1,140.2
547,2017,40,1,194
547,2017,41,1,172
547,2017,42,1,159.9
547,2017,43,1,154.7
547,2017,44,1,194.5
547,2017,45,1,185.2
547,2017,46,1,164.2
547,2017,47,1,110.4
547,2017,48,1,97.8
547,2017,49,1,122.5
547,2017,50,1,101.7
547,2017,51,1,92.6
547,2017,52,0,57.5
547,2018,1,0,20
547,2018,2,0,10.6
547,2018,3,1,45.4
547,2018,4,1,131.3
547,2018,5,1,147.7
547,2018,6,1,153.6
547,2018,7,1,155.9
547,2018,8,1,178.3
547,2018,9,1,167.9
547,2018,10,1,168.7
547,2018,11,1,181.3
547,2018,12,1,174.7
547,2018,13,1,164.8
547,2018,14,1,152.1
547,2018,15,1,158.2
547,2018,16,1,141.6
547,2018,17,1,125.3
547,2018,18,1,138.7
547,2018,19,1,206.2
547,2018,20,1,204.1
547,2018,21,1,204.4
547,2018,22,0,138.4
547,2018,23,1,105.9
547,2018,24,1,183.3
547,2018,25,1,171.4
547,2018,26,1,181
547,2018,27,0,124.7
547,2018,28,1,103.1
547,2018,29,1,196.7
547,2018,30,1,191.4
547,2018,31,1,183.8
547,2018,32,1,186.4
547,2018,33,1,210
547,2018,34,1,204
547,2018,35,1,200.8
547,2018,36,0,136.2
547,2018,37,1,102.6
547,2018,38,1,178.9
547,2018,39,1,180.2
547,2018,40,1,194.1
547,2018,41,1,151.8
547,2018,42,0,87.8
547,2018,43,1,77.7
547,2018,44,1,142.8
547,2018,45,1,143.1
547,2018,46,1,140.5
547,2018,47,0,80
547,2018,48,1,70.1
547,2018,49,1,128.1
547,2018,50,1,124.8
547,2018,51,1,113.2
547,2018,52,0,76.5
548,2015,1,0,0
548,2015,2,0,0
548,2015,3,0,0
548,2015,4,0,0
548,2015,5,0,0
548,2015,6,0,0
548,2015,7,0,0
548,2015,8,0,0
548,2015,9,0,0
548,2015,10,1,78.8
548,2015,11,1,213.8
548,2015,12,1,208.2
548,2015,13,1,213.8
548,2015,14,0,123.7
548,2015,15,0,45
548,2015,16,0,16.9
548,2015,17,0,0
548,2015,18,1,78.8
548,2015,19,1,213.8
548,2015,20,1,208.2
548,2015,21,1,213.8
548,2015,22,0,123.7
548,2015,23,0,45
548,2015,24,0,16.9
548,2015,25,0,0
548,2015,26,0,0
548,2015,27,1,78.8
548,2015,28,1,213.8
548,2015,29,1,208.2
548,2015,30,1,213.8
548,2015,31,1,202.5
548,2015,32,1,258.8
548,2015,33,1,225.1
548,2015,34,1,213.8
548,2015,35,0,123.7
548,2015,36,0,45
548,2015,37,0,16.9
548,2015,38,0,0
548,2015,39,0,0
548,2015,40,1,78.8
548,2015,41,1,213.8
548,2015,42,1,208.2
548,2015,43,1,214.3
548,2015,44,1,153.7
548,2015,45,1,184
548,2015,46,1,250.6
548,2015,47,1,228.2
548,2015,48,0,185.7
548,2015,49,0,57.9
548,2015,50,0,29.1
548,2015,51,0,0
548,2015,52,0,0
548,2016,1,0,0
548,2016,2,0,0
548,2016,3,0,0
548,2016,4,0,0
548,2016,5,0,0
548,2016,6,0,0
548,2016,7,0,0
548,2016,8,0,0
548,2016,9,1,77.8
548,2016,10,1,207.3
548,2016,11,1,190.4
548,2016,12,1,183.1
548,2016,13,1,165.7
548,2016,14,1,226.9
548,2016,15,1,190.7
548,2016,16,1,174.5
548,2016,17,1,108.7
548,2016,18,1,142.4
548,2016,19,1,223.8
548,2016,20,1,184
548,2016,21,1,167
548,2016,22,0,85.3
548,2016,23,0,31
548,2016,24,0,10.1
548,2016,25,0,0
548,2016,26,0,0
548,2016,27,1,75.8
548,2016,28,1,202.3
548,2016,29,1,186.4
548,2016,30,1,179.1
548,2016,31,1,168.2
548,2016,32,1,236.7
548,2016,33,1,197.3
548,2016,34,1,179.1
548,2016,35,1,168.7
548,2016,36,1,237.7
548,2016,37,1,197.5
548,2016,38,1,179.5
548,2016,39,1,173.7
548,2016,40,1,250.3
548,2016,41,1,209.9
548,2016,42,1,192
548,2016,43,0,102.9
548,2016,44,1,118.8
548,2016,45,1,221.5
548,2016,46,1,192.9
548,2016,47,1,185.1
548,2016,48,0,96.4
548,2016,49,0,35.8
548,2016,50,0,11.5
548,2016,51,0,0
548,2016,52,0,0
548,2017,1,0,0
548,2017,2,0,0
548,2017,3,0,0
548,2017,4,0,0
548,2017,5,1,47.5
548,2017,6,1,137
548,2017,7,1,150.8
548,2017,8,1,162.3
548,2017,9,1,179.3
548,2017,10,1,247.8
548,2017,11,1,238.2
548,2017,12,1,225.4
548,2017,13,1,212.1
548,2017,14,1,242.8
548,2017,15,1,181.7
548,2017,16,1,149.2
548,2017,17,1,80.4
548,2017,18,1,112.1
548,2017,19,1,206
548,2017,20,1,177.3
548,2017,21,1,165.6
548,2017,22,0,85.1
548,2017,23,0,31.3
548,2017,24,0,10
548,2017,25,0,0
548,2017,26,0,0
548,2017,27,1,72.3
548,2017,28,1,190.8
548,2017,29,1,175.9
548,2017,30,1,177
548,2017,31,1,162
548,2017,32,1,220.7
548,2017,33,1,213.5
548,2017,34,1,243.7
548,2017,35,1,232.8
548,2017,36,1,292.7
548,2017,37,1,230.4
548,2017,38,1,191.2
548,2017,39,1,163.7
548,2017,40,1,212.9
548,2017,41,1,175.1
548,2017,42,1,153.2
548,2017,43,1,150.7
548,2017,44,1,211.3
548,2017,45,1,190.1
548,2017,46,1,160.1
548,2017,47,1,83.2
548,2017,48,1,78.2
548,2017,49,0,105.5
548,2017,50,0,24.1
548,2017,51,0,24.1
548,2017,52,0,0
548,2018,1,0,0
548,2018,2,0,0
548,2018,3,0,0
548,2018,4,0,0
548,2018,5,0,0
548,2018,6,0,0
548,2018,7,1,66.5
548,2018,8,1,194.5
548,2018,9,1,206.1
548,2018,10,1,228.1
548,2018,11,1,242.2
548,2018,12,1,227
548,2018,13,1,214.9
548,2018,14,1,196.5
548,2018,15,1,195.5
548,2018,16,1,174
548,2018,17,1,156.7
548,2018,18,1,148.6
548,2018,19,1,180.3
548,2018,20,1,165.7
548,2018,21,1,156.5
548,2018,22,0,96.3
548,2018,23,1,88.9
548,2018,24,1,167.1
548,2018,25,1,154.4
548,2018,26,1,157.2
548,2018,27,0,101
548,2018,28,1,50.2
548,2018,29,1,62.2
548,2018,30,1,54.9
548,2018,31,1,62.3
548,2018,32,1,97.5
548,2018,33,1,158.4
548,2018,34,1,157.7
548,2018,35,1,159.8
548,2018,36,0,101.1
548,2018,37,1,81.9
548,2018,38,1,149.9
548,2018,39,1,152.5
548,2018,40,1,165
548,2018,41,1,137.8
548,2018,42,0,93.6
548,2018,43,1,87.4
548,2018,44,1,176.6
548,2018,45,1,174.9
548,2018,46,1,175.3
548,2018,47,0,101.1
548,2018,48,0,37.1
548,2018,49,0,13.1
548,2018,50,0,0
548,2018,51,0,0
548,2018,52,0,0
550,2015,1,0,0
550,2015,2,0,0
550,2015,3,0,0
550,2015,4,0,0
550,2015,5,0,0
550,2015,6,0,0
550,2015,7,0,0
550,2015,8,0,0
550,2015,9,0,0
550,2015,10,1,59.3
550,2015,11,1,161
550,2015,12,1,157.1
550,2015,13,1,161.4
550,2015,14,0,93.6
550,2015,15,0,34.1
550,2015,16,0,12.8
550,2015,17,0,0
550,2015,18,1,59.3
550,2015,19,1,161
550,2015,20,1,157.1
550,2015,21,1,161.4
550,2015,22,0,93.6
550,2015,23,0,34.1
550,2015,24,0,12.8
550,2015,25,0,0
550,2015,26,0,0
550,2015,27,1,59.3
550,2015,28,1,161
550,2015,29,1,157.1
550,2015,30,1,161.4
550,2015,31,1,152.9
550,2015,32,1,195.1
550,2015,33,1,169.9
550,2015,34,1,161.4
550,2015,35,0,93.6
550,2015,36,0,34.1
550,2015,37,0,12.8
550,2015,38,0,0
550,2015,39,0,0
550,2015,40,1,59.3
550,2015,41,1,161
550,2015,42,1,157.1
550,2015,43,1,161.7
550,2015,44,1,115.9
550,2015,45,1,138.5
550,2015,46,1,188.6
550,2015,47,1,171.6
550,2015,48,0,139.5
550,2015,49,0,43.5
550,2015,50,0,21.9
550,2015,51,0,0
550,2015,52,0,0
550,2016,1,0,0
550,2016,2,0,0
550,2016,3,0,0
550,2016,4,0,0
550,2016,5,0,0
550,2016,6,0,0
550,2016,7,0,0
550,2016,8,0,0
550,2016,9,1,58.5
550,2016,10,1,156
550,2016,11,1,143.6
550,2016,12,1,138.1
550,2016,13,1,124.9
550,2016,14,1,171
550,2016,15,1,143.6
550,2016,16,1,131.4
550,2016,17,1,81.6
550,2016,18,1,106.9
550,2016,19,1,168.3
550,2016,20,1,138.3
550,2016,21,1,125.3
550,2016,22,0,64.1
550,2016,23,0,23.2
550,2016,24,0,7.6
550,2016,25,0,0
550,2016,26,0,0
550,2016,27,1,57
550,2016,28,1,152.3
550,2016,29,1,140.3
550,2016,30,1,134.6
550,2016,31,1,126.7
550,2016,32,1,178.2
550,2016,33,1,148.6
550,2016,34,1,134.6
550,2016,35,1,127
550,2016,36,1,178.7
550,2016,37,1,148.7
550,2016,38,1,135
550,2016,39,1,132
550,2016,40,1,191
550,2016,41,1,160.6
550,2016,42,1,147.2
550,2016,43,0,79.7
550,2016,44,1,90.9
550,2016,45,1,167.2
550,2016,46,1,145.3
550,2016,47,1,139.3
550,2016,48,0,72.4
550,2016,49,0,26.9
550,2016,50,0,8.6
550,2016,51,0,0
550,2016,52,0,0
550,2017,1,0,0
550,2017,2,0,0
550,2017,3,0,0
550,2017,4,0,0
550,2017,5,1,48
550,2017,6,1,138.3
550,2017,7,1,151.8
550,2017,8,1,163.4
550,2017,9,1,180.5
550,2017,10,1,249.5
550,2017,11,1,240
550,2017,12,1,227.2
550,2017,13,1,213.8
550,2017,14,1,245.1
550,2017,15,1,183.4
550,2017,16,1,150.3
550,2017,17,1,80.8
550,2017,18,1,112.8
550,2017,19,1,207.5
550,2017,20,1,179
550,2017,21,1,167
550,2017,22,0,85.5
550,2017,23,0,31.5
550,2017,24,0,10
550,2017,25,0,0
550,2017,26,0,0
550,2017,27,1,72.8
550,2017,28,1,192
550,2017,29,1,176.9
550,2017,30,1,178.2
550,2017,31,1,163.4
550,2017,32,1,222.4
550,2017,33,1,214.9
550,2017,34,1,245.2
550,2017,35,1,234.1
550,2017,36,1,294.6
550,2017,37,1,232.3
550,2017,38,1,192.9
550,2017,39,1,165.1
550,2017,40,1,214.7
550,2017,41,1,176.7
550,2017,42,1,154.1
550,2017,43,1,151.5
550,2017,44,1,212.9
550,2017,45,1,191.8
550,2017,46,1,161.5
550,2017,47,1,83.6
550,2017,48,1,79.1
550,2017,49,0,107
550,2017,50,0,24.5
550,2017,51,0,24.5
550,2017,52,0,0
550,2018,1,0,0
550,2018,2,0,0
550,2018,3,0,0
550,2018,4,0,0
550,2018,5,0,0
550,2018,6,0,0
550,2018,7,1,63.3
550,2018,8,1,184.8
550,2018,9,1,195.4
550,2018,10,1,215.5
550,2018,11,1,226.7
550,2018,12,1,211.7
550,2018,13,1,200.9
550,2018,14,1,184.8
550,2018,15,1,183.3
550,2018,16,1,163.3
550,2018,17,1,147.5
550,2018,18,1,140.2
550,2018,19,1,169.2
550,2018,20,1,155.4
550,2018,21,1,147
550,2018,22,0,90.7
550,2018,23,1,83.7
550,2018,24,1,157.2
550,2018,25,1,145.3
550,2018,26,1,148.7
550,2018,27,0,95.6
550,2018,28,1,47.1
550,2018,29,1,57.6
550,2018,30,1,51.1
550,2018,31,1,58.9
550,2018,32,1,92
550,2018,33,1,148.8
550,2018,34,1,148.3
550,2018,35,1,151.5
550,2018,36,0,95.8
550,2018,37,1,77.1
550,2018,38,1,140.1
550,2018,39,1,142.8
550,2018,40,1,155.8
550,2018,41,1,130.4
550,2018,42,0,89
550,2018,43,1,82
550,2018,44,1,164.9
550,2018,45,1,163.5
550,2018,46,1,165.4
550,2018,47,0,95.7
550,2018,48,0,35.3
550,2018,49,0,12.5
550,2018,50,0,0
550,2018,51,0,0
550,2018,52,0,0
551,2015,1,0,44.8
551,2015,2,0,22.4
551,2015,3,0,0
551,2015,4,1,57.5
551,2015,5,1,167.3
551,2015,6,1,181.1
551,2015,7,1,189.7
551,2015,8,0,128.5
551,2015,9,0,43.5
551,2015,10,1,69.9
551,2015,11,1,137.8
551,2015,12,1,136.9
551,2015,13,1,142.5
551,2015,14,1,143.5
551,2015,15,1,197.5
551,2015,16,1,191.5
551,2015,17,1,191
551,2015,18,1,184.1
551,2015,19,1,191.8
551,2015,20,1,168.6
551,2015,21,1,155.6
551,2015,22,0,95.6
551,2015,23,1,89.6
551,2015,24,1,175.8
551,2015,25,1,176.6
551,2015,26,1,191.6
551,2015,27,1,192.2
551,2015,28,1,194.1
551,2015,29,1,171.6
551,2015,30,1,156.6
551,2015,31,1,149.6
551,2015,32,1,181.1
551,2015,33,1,161.3
551,2015,34,1,154.5
551,2015,35,0,94.7
551,2015,36,1,84.7
551,2015,37,1,165.6
551,2015,38,1,174.5
551,2015,39,1,196.5
551,2015,40,1,207.5
551,2015,41,1,221.5
551,2015,42,1,202
551,2015,43,1,189.8
551,2015,44,1,143.8
551,2015,45,1,150.1
551,2015,46,1,205
551,2015,47,1,192.1
551,2015,48,1,173.2
551,2015,49,1,156.7
551,2015,50,1,248.9
551,2015,51,1,247.5
551,2015,52,1,256.1
551,2016,1,1,136.1
551,2016,2,1,189.5
551,2016,3,1,172.4
551,2016,4,1,175
551,2016,5,1,179.3
551,2016,6,1,208.7
551,2016,7,1,198.7
551,2016,8,1,188.1
551,2016,9,1,192.2
551,2016,10,1,214.7
551,2016,11,1,190.8
551,2016,12,1,174.9
551,2016,13,1,153.9
551,2016,14,1,166.9
551,2016,15,1,140.7
551,2016,16,1,125.8
551,2016,17,1,81.7
551,2016,18,1,95.2
551,2016,19,1,163.7
551,2016,20,1,163.3
551,2016,21,1,167.8
551,2016,22,1,152.8
551,2016,23,1,168
551,2016,24,1,186
551,2016,25,1,183.3
551,2016,26,1,192.6
551,2016,27,1,211.8
551,2016,28,1,221.2
551,2016,29,1,198.3
551,2016,30,1,177.8
551,2016,31,1,160.8
551,2016,32,1,178.5
551,2016,33,1,150.4
551,2016,34,1,134.8
551,2016,35,1,127.3
551,2016,36,1,163.8
551,2016,37,1,139.9
551,2016,38,1,129.2
551,2016,39,1,126.6
551,2016,40,1,171.4
551,2016,41,1,147.9
551,2016,42,1,137.6
551,2016,43,0,79.8
551,2016,44,1,82
551,2016,45,1,148.7
551,2016,46,1,142.7
551,2016,47,1,162.2
551,2016,48,1,166.1
551,2016,49,1,234.2
551,2016,50,1,236.8
551,2016,51,1,236.9
551,2016,52,1,179.2
551,2017,1,1,106.2
551,2017,2,1,105.3
551,2017,3,1,91.4
551,2017,4,1,97
551,2017,5,1,108.5
551,2017,6,1,127.5
551,2017,7,1,126
551,2017,8,1,123.3
551,2017,9,1,146.5
551,2017,10,1,216.9
551,2017,11,1,215.7
551,2017,12,1,212.3
551,2017,13,1,193.8
551,2017,14,1,197
551,2017,15,1,150
551,2017,16,1,123.1
551,2017,17,0,70.7
551,2017,18,1,98.7
551,2017,19,1,193.3
551,2017,20,1,179.8
551,2017,21,1,179.5
551,2017,22,1,118.3
551,2017,23,1,113.2
551,2017,24,1,176.2
551,2017,25,1,162.6
551,2017,26,1,148.3
551,2017,27,1,169.8
551,2017,28,1,221.6
551,2017,29,1,204
551,2017,30,1,197.2
551,2017,31,1,171.1
551,2017,32,1,188.5
551,2017,33,1,176.8
551,2017,34,1,192.6
551,2017,35,1,184.1
551,2017,36,1,223.7
551,2017,37,1,180.2
551,2017,38,1,152.8
551,2017,39,1,134.2
551,2017,40,1,168.7
551,2017,41,1,141.8
551,2017,42,1,125.1
551,2017,43,1,118.2
551,2017,44,1,153.2
551,2017,45,1,142.2
551,2017,46,1,120.3
551,2017,47,1,66.5
551,2017,48,1,71.8
551,2017,49,1,131.1
551,2017,50,1,118.3
551,2017,51,1,115
551,2017,52,0,72.2
551,2018,1,0,25.2
551,2018,2,1,50.7
551,2018,3,1,109.8
551,2018,4,1,112.4
551,2018,5,1,112.5
551,2018,6,1,97.5
551,2018,7,1,115.9
551,2018,8,1,157.4
551,2018,9,1,153.8
551,2018,10,1,156.9
551,2018,11,1,170.4
551,2018,12,1,165.8
551,2018,13,1,157.1
551,2018,14,1,163.6
551,2018,15,1,203.2
551,2018,16,1,197.5
551,2018,17,1,189.2
551,2018,18,1,182.5
551,2018,19,1,205.6
551,2018,20,1,192.6
551,2018,21,1,179.9
551,2018,22,0,120.6
551,2018,23,1,98
551,2018,24,1,175.5
551,2018,25,1,166.8
551,2018,26,1,176.2
551,2018,27,0,122
551,2018,28,1,93
551,2018,29,1,163.2
551,2018,30,1,152.8
551,2018,31,1,157.8
551,2018,32,1,164
551,2018,33,1,198.5
551,2018,34,1,197.4
551,2018,35,1,196.8
551,2018,36,0,133
551,2018,37,1,87.2
551,2018,38,1,132.4
551,2018,39,1,127.8
551,2018,40,1,132.4
551,2018,41,1,102.8
551,2018,42,0,70.3
551,2018,43,1,69.2
551,2018,44,1,141.9
551,2018,45,1,143.3
551,2018,46,1,139.9
551,2018,47,0,78.6
551,2018,48,1,71.7
551,2018,49,1,125
551,2018,50,1,117.5
551,2018,51,1,115.2
551,2018,52,0,77.2
555,2015,1,0,0
555,2015,2,0,0
555,2015,3,0,0
555,2015,4,1,51.8
555,2015,5,1,148
555,2015,6,1,150.9
555,2015,7,0,120.2
555,2015,8,0,40.3
555,2015,9,0,18
555,2015,10,1,47.8
555,2015,11,1,129.8
555,2015,12,1,126.7
555,2015,13,1,130
555,2015,14,0,75.2
555,2015,15,1,80.7
555,2015,16,1,164.6
555,2015,17,1,158.9
555,2015,18,1,171.8
555,2015,19,1,172.1
555,2015,20,1,145.1
555,2015,21,1,130
555,2015,22,0,75.2
555,2015,23,1,71.4
555,2015,24,1,135.8
555,2015,25,0,97
555,2015,26,0,40.8
555,2015,27,1,66.6
555,2015,28,1,129.8
555,2015,29,1,126.7
555,2015,30,1,130
555,2015,31,1,123
555,2015,32,1,157.2
555,2015,33,1,137
555,2015,34,1,130
555,2015,35,0,75.2
555,2015,36,0,27.4
555,2015,37,1,59.8
555,2015,38,1,146
555,2015,39,1,155.3
555,2015,40,1,169.1
555,2015,41,1,171.6
555,2015,42,1,145
555,2015,43,1,130.3
555,2015,44,1,93.2
555,2015,45,1,111.5
555,2015,46,1,152
555,2015,47,1,138.1
555,2015,48,0,112.4
555,2015,49,1,85
555,2015,50,1,165.9
555,2015,51,1,154.8
555,2015,52,0,115.6
555,2016,1,0,16.6
555,2016,2,0,0
555,2016,3,1,38.8
555,2016,4,1,112.5
555,2016,5,1,119.4
555,2016,6,1,115.7
555,2016,7,0,70
555,2016,8,0,24.4
555,2016,9,1,56.4
555,2016,10,1,125.5
555,2016,11,1,115.5
555,2016,12,1,110.8
555,2016,13,1,100.6
555,2016,14,1,137.6
555,2016,15,1,115.4
555,2016,16,1,105.5
555,2016,17,1,65.5
555,2016,18,1,85.8
555,2016,19,1,135.4
555,2016,20,1,111.5
555,2016,21,1,101.1
555,2016,22,0,51.6
555,2016,23,1,57
555,2016,24,1,118.4
555,2016,25,1,121.4
555,2016,26,0,98.5
555,2016,27,1,79.3
555,2016,28,1,138.2
555,2016,29,1,113
555,2016,30,1,108.7
555,2016,31,1,102.2
555,2016,32,1,143.7
555,2016,33,1,119.6
555,2016,34,1,108.7
555,2016,35,1,102.5
555,2016,36,1,144.2
555,2016,37,1,119.7
555,2016,38,1,109
555,2016,39,1,106.7
555,2016,40,1,154.6
555,2016,41,1,129.8
555,2016,42,1,119.6
555,2016,43,0,65.6
555,2016,44,1,74.2
555,2016,45,1,134.8
555,2016,46,1,116.8
555,2016,47,1,111.9
555,2016,48,1,96.7
555,2016,49,1,133.9
555,2016,50,1,128.4
555,2016,51,0,98.5
555,2016,52,0,33.3
555,2017,1,0,15.4
555,2017,2,1,0
555,2017,3,1,0
555,2017,4,1,57.5
555,2017,5,1,151.5
555,2017,6,1,134.1
555,2017,7,1,144.6
555,2017,8,1,124.7
555,2017,9,1,137.6
555,2017,10,1,190.1
555,2017,11,1,183.2
555,2017,12,1,173.1
555,2017,13,1,165.2
555,2017,14,1,194.2
555,2017,15,1,148.3
555,2017,16,1,121.9
555,2017,17,0,64
555,2017,18,1,86.9
555,2017,19,1,157.8
555,2017,20,1,136.2
555,2017,21,1,127.2
555,2017,22,0,65.2
555,2017,23,1,29
555,2017,24,1,22.6
555,2017,25,1,17.5
555,2017,26,0,15
555,2017,27,1,60.3
555,2017,28,1,148.5
555,2017,29,1,134.9
555,2017,30,1,135.7
555,2017,31,1,124.2
555,2017,32,1,169.3
555,2017,33,1,163.6
555,2017,34,1,186.8
555,2017,35,1,178.6
555,2017,36,1,224.5
555,2017,37,1,177.2
555,2017,38,1,146.8
555,2017,39,1,125.7
555,2017,40,1,163.4
555,2017,41,1,134.5
555,2017,42,1,117.4
555,2017,43,1,115.4
555,2017,44,1,162.3
555,2017,45,1,146.5
555,2017,46,1,123.4
555,2017,47,1,63.9
555,2017,48,1,60.3
555,2017,49,1,86.4
555,2017,50,1,33.6
555,2017,51,0,31.1
555,2017,52,0,5
555,2018,1,0,2.5
555,2018,2,1,42.3
555,2018,3,1,122
555,2018,4,1,123.9
555,2018,5,1,118.2
555,2018,6,0,78.2
555,2018,7,1,79.8
555,2018,8,1,170.7
555,2018,9,1,168.6
555,2018,10,1,195.2
555,2018,11,1,224.8
555,2018,12,1,219
555,2018,13,1,212.5
555,2018,14,1,189
555,2018,15,1,174.6
555,2018,16,1,151.2
555,2018,17,1,130.4
555,2018,18,1,124.5
555,2018,19,1,153.2
555,2018,20,1,140.2
555,2018,21,1,130.2
555,2018,22,0,79.7
555,2018,23,1,72.8
555,2018,24,1,136.6
555,2018,25,1,126.4
555,2018,26,1,128.7
555,2018,27,0,82.5
555,2018,28,1,73.4
555,2018,29,1,148.6
555,2018,30,1,156.6
555,2018,31,1,168.6
555,2018,32,1,176.8
555,2018,33,1,197.3
555,2018,34,1,189.4
555,2018,35,1,183.5
555,2018,36,0,120.6
555,2018,37,1,94.6
555,2018,38,1,172.6
555,2018,39,1,175.6
555,2018,40,1,178.5
555,2018,41,1,127.4
555,2018,42,0,83.8
555,2018,43,1,74.4
555,2018,44,1,152.8
555,2018,45,1,152.6
555,2018,46,1,151.6
555,2018,47,0,85.5
555,2018,48,1,68.3
555,2018,49,1,116.8
555,2018,50,1,114.6
555,2018,51,1,121.1
555,2018,52,0,83.1
556,2015,1,0,0
556,2015,2,0,0
556,2015,3,0,0
556,2015,4,0,0
556,2015,5,1,54.3
556,2015,6,1,156.3
